,topicID,tweetID,label,full_text_ar
31,CT20-AR-05,1221718593068507136,0,هيدا مش #لبنان عم تحول وا ال بلد ل ال حجار ة ك فرض رأي ك علي ي و رح خليك مجلس ال نائب رح انعقد عنى رح انعقد ل انتخاب ات نيابي ة جديد ة و ك تخربلي حي ت ي و يوم ات ي و بلد و اسكت بد ك سمع رأي ي رح اسمع رأي ك و مارح خليك #مجلس_النواب 
32,CT20-AR-05,1221718927195222017,0,#لبنان_ينتفض ب طلب ك رب ي إنو طلع تقرير ال بترول و ال غاز ب لبنان كاذب ة ب ظل هالطبقة ال موجود ة كبير ل صغير و اذ ا كان ت موجود ة ، ب طلب ك إنو كان موجود ة تحت سابع أرض و كان اخترعولها سفين ة و معد ات ل استخراج ال زبال ة و بدن عمل وا تاجر ة ، ناقص بترول ؟ 
33,CT20-AR-05,1221720495378313216,0,ال مشهد و جب تحفر ذاكر ة لبناني ، ل ذكر يوم أصبح أمام صندوق ال اقتراع سنحاسبكم #مجلس_النواب #لبنان_ينتفض #بيروت 
34,CT20-AR-05,1221722071350304769,0,عسكري واقف ال يوم ب وجه ال شعب ال ثائر ، رح كان قائد ل ال ثور ة قريب ا Wait amp See #لبنان_ينتفض 
35,CT20-AR-05,1221722599346057216,1,تشبيح سلطوي ال متظاهر ين و ال متظاهر ات ال سلمي ين #لبنان_ينتفض 
36,CT20-AR-05,1221723209382363136,1,#مجلس_النواب محتجو لبنان ال بدء ملك ون آلي ة إنتقال ل ال سلط ة و آن يراشقون قو ة ال أمن ب ال حجار ة ل منع مجلس ال نائب ال عمل و أعلن وا رفض ل حكوم ة ال رئيس دياب و جب منح فرصة  ة ة ة ة ل ال عمل ال وضع أنتج ال فوضى و خطر إستغلال حاقد ين ف أراد ؟ مؤسس ات لبنان و جب عمل 
37,CT20-AR-05,1221723422503395330,1,ال قو ة ال امني ة حاول منع مراسل ة قنا ة #الجديد ال تصوير و قال منطق ة عسكري ة #لبنان_ينتفض 
38,CT20-AR-05,1221723465633484801,1,ال قو ة ال أمني ة حاول منع ال صحافي ين ال تصوير و نقل ال قمع ال دائر وسط بيروت حال ا #لبنان_ينتفض 
39,CT20-AR-05,1221724507926355968,1,إعتقال ات عشوائي ة ل ال متظاهر ين قبل ال قو ة ال أمني ة قرب محيط مبنى ال نهار #لبنان_ينتفض 
40,CT20-AR-05,1221725400759459851,1,ال تعاطي ال اعلام تغير ال قو ة ال امني ة قال انها منطق ة عسكري ة و منع ال اعلام ال تقدم ال افراط ب ال استعراض ال امني واضح #لبنان_ينتفض 
41,CT20-AR-05,1221726377654792192,1,دعم مالي و لوجستي ل اعمال ال شغب #وسط_بيروت امام #مجلس_النواب و ال ادا ة ربيع ال زين و مشغل ي ه ال شمال ال معروف ين 
42,CT20-AR-05,1221727628022964226,1,أمن ال نصاب و بدأ ت جلس ة ال موازن ة ال واهي ة مجلس ال نائب عنصر ال أمن قمع ون ال شعب ال خارج مجلس ساقط و دولة  ة ة ة ة بوليس ة ساقط ة #لبنان_ينتفض 
43,CT20-AR-05,1221727710352957441,0,أكتمل ال نصاب #مجلس_النواب???? هوي كلم ة نصاب مشتق ة نصب ؟ 
44,CT20-AR-05,1221728840126468096,0,اجتمع ون أجل نقاش بيزنطي عقيم ، ب وقت ال بلد ب ال هاوي ة و ال ناس مذلولة ب لقم ة عيش ال ناس بدا صنع دولة  ة ة ة ة و ال سلط ة مفروض كان مسؤول ة قيام دولة  ة ة ة ة مش سأل ة ال شعب رضي ب استمرار ال مهزل ة ال وقح ة ، و ال ثور ة رح خلق قو ة جديد ة أطاح ب ال منظوم ة #قوة_ثالثة #كلن_يعني_كلن #لبنان_ينتفض 
45,CT20-AR-05,1221729007214964737,0,تم تأمين ال نصاب عدو و كرر ، ال قياد ة ال سياسي ة ل تيار ال مستقبل علي إعاد ة ال تحالف ال تيار ال وطني ال حر ل كثر ة ال تشابه ال قاعد ة ال شعبي ة ل تيار ال مستقبل ب مطرح تمام ا #لبنان_ينتفض 
46,CT20-AR-05,1221729737564917763,0,جلس ة دستوري ة عم أحضر موازن ة مدروس ة منصوت علي ب #تيار_المستقبل #لبنان_ينتفض 
47,CT20-AR-05,1221730070869499904,0,حرام شو عم عمل وا ب ال دستور فاتح ين دكان ة حساب ن ال نظم ة ال ديكتاتوري ة استحت عمل مثل كان ، كان ناقص أوقف وا ال نائب ب قاع ة ال مجلس و هتف وا ب ال روح ب ال دم نفدي ك رئيس طبيعي ك صار وقت كان ال بلد رهين ة تحالف ال فساد و ال سلاح و ال طائفي ة #مجلس_النواب #لبنان_ينتفض 
48,CT20-AR-05,1221730314126491648,0,شكر ا ل تيار ال مستقبل تأمين نصاب ال نصاب ين عاطف ة و عاطف ة ، اثبت وا ان جزء مهم ك عنى ك #لبنان_ينتفض #مجلس_النواب 
49,CT20-AR-05,1221730560168644608,1,تيار ال مستقبل غدر ب جمهور ه @saadhariri و شارك ب جلس ة ال فساد ف جمهور ال مستقبل س انتفض تيار ه ؟ صار لازم كان ل ال وعي دور #لبنان #لبنان_ينتفض #مجلس_النواب #مجلس_النواب_لا_يمثلني 
50,CT20-AR-05,1221730735083741186,0,ال إحترام ل نائب حضر ال جلس ة ، و ال كثير ال تغوط و ال براز فم نائب حضر ال جلس ة #لبنان_ينتفض تحي ة ل ال ثائر ال أرض 
51,CT20-AR-05,1221730991854714880,1,جلس ة ساقط ة دستوري ا ، جلس ة ساقط ة شعبي ا ، موازن ة رقم ايراد ات مضخم ة و واقعي ة ، خط ة مالي ة أراد اعتمد صندوق ال نقد مديوني ة حساب ال طبق ات ال فقير ة و ال حق ال إجتماعي ة ، و ال أجهز ة ال أمني ة طارد ال متظاهر ين و ال متظاهر ات #لبنان_ينتفض 
52,CT20-AR-05,1221732075499327488,1,نائب كتلة  ة ة ة ة ال مستقبل سمير ال جسر #مجلس_النواب ال جلس ة دستوري ة 
53,CT20-AR-05,1221732133280108544,0,ال سلط ة ال سياسي ة و ال حكوم ة ال جديد ة اعطونا فرصة  ة ة ة ة بهالمرحلة لانو ا شايف ين ضو ب خر ال نفق كان حق ضو ب خر ال نفق بش شاب انتبهو هيدا ضو ال قطار ولي جايي بوج نا #لبنان_ينتفض 
54,CT20-AR-05,1221732954466111499,0,ال رئيس #حسان_دياب رجل ثلجي ، أج وا ليستفزوا قام استفز #مجلس_النواب 
55,CT20-AR-05,1221733225967628288,0,تيار ال مستقبل مش عارف عأي خازوق بده أرسى #لبنان_ينتفض #مجلس_النواب 
56,CT20-AR-05,1221734708880510978,0,بدي ال بلد ل ولادي #لبنان_ينتفض 
57,CT20-AR-05,1221735124817018882,0,أهضم فيديو ل ال صراح ة #مجلس_النواب 
58,CT20-AR-05,1221736209367601155,0,و هيدا نموذج ال أربى ة مدرس ة ال إيمان ال نموذجي ة ك دفع ال قسط ؟ الله ك إيييي ه و ال أربى ة صراح ة #لبنان_ينتفض 
59,CT20-AR-05,1221736390465085441,0,ل رفيق ك ل حد بيطيقوا ب ال صف وصل اول واحد و يبلش نحت ب ال كتب #لبنان_ينتفض 
60,CT20-AR-05,1221737456866861056,1,وقت اعلان ال حكوم ة تحرك ات ب ال شارع و شغب ، هلقادةالمجموعات بهالانتفاضة عم يعرفو يفكرو يديرو و هيدا ضمن ال تكتيك ؟ اوبالعكس طرح ب شي و ب ال تالي ال اعتراض ل ال اعتراض تقديم بديل و هيدا ولي ب فسر جزئي ا عدم حماس ال ناس ب ال نزول الى ال شارع مثل قبل ؟ #لبنان_ينتفض #مجلس_النواب 
61,CT20-AR-05,1221737528312639489,0,هيدا حسن حسن ب حب ال كرسي حسن بدن ايا ه ال لبناني ي حسن قاعد وحيد ف كان متل حسن #مجلس_النواب 
62,CT20-AR-05,1221737542984327174,0,لازم ال يوم نبلش أحضر ل جلس ة ال ثق ة #لبنان_ينتفض #لبنان_يثور #كلن_يعني_كلن #مجلس_النواب 
63,CT20-AR-05,1221737798396456960,1,ال هدر و ال نهب ، حاول باسيل ب وقاح ة سرق ة ال ثور ة بحث ال ناس ال نزول الى ال شارع ل ساعد ه ال تغيير توقف ال كائن ال إنكار و ال كذب ، و ه ال متهم ال أول ب ال فساد و خراب لبنان ، و ال فريق مثل و ال عهد أول ال مستهدف ين ال ثور ة ؟ #لبنان_ينتفض 
64,CT20-AR-05,1221738583561854976,0,@WissamRHanna حسن مواطن لبناني عم عمل شي ل حسن ال وضع حسن مواطن ملتزم ب موعد ه و ب حضر ب ثق ة حسن ب حضر عمل ه و ملف ات ه و جاهز ل ال نقاش كون متل حسن ل صار لبنان احسن #لبنان_ينتفض 
65,CT20-AR-05,1221739839076425728,0,ال نائب سليم سعاد ة الي نازل ين هالحرامية ك ضحك علي ه بيس ك و ب اكتر ن ك #مجلس_النواب #لبنان_ينتفض 
66,CT20-AR-05,1221739843975335937,0,ال نائب يللي بدوي 3000 جندي يحمو ه تا نزل عا شغل ه ب ال مجلس ب ه و ب صيد ه #لبنان_ينتفض 
67,CT20-AR-05,1221739974820757504,0,وا ال مجلس ال نيابي تركولنا #سليم_سعادة #مجلس_النواب 
68,CT20-AR-05,1221741041742745600,0,مخالف ة ال دستور و ثقاف ة تركيب ال طرابيش اوصلتنا ل ال انهيار و 100 يوم انتفاض ة عفشلن ب عدن مكمل ين انت وا كمل وا و ا ال شعب ال لبناني حنكمل بثورتنا و حنشوف مين حينتصر آخر ة ال نهار ا جبناكن تخدمونا و مش ال عكس #لبنان_ينتفض #مجلس_النواب 
69,CT20-AR-05,1221741529330593792,0,و عمل وا ال بلد دكان ة #لبنان_ينتفض #المستقبل_الاسود 
70,CT20-AR-05,1221741572598964227,0,ال منطق و ال عقلاني ة و ال لهج ة تل ات Music to my ears #سليم_سعادة 
71,CT20-AR-05,1221741633466785793,0,كان ت اختلف ال نائب #سليم_سعادة حزب ه ف شك ه نائب قدير متخصص ال ملف ال مالي و وضع ال إصبع ال جرح و اقترح ال حل 
72,CT20-AR-05,1221742785381924865,0,هيدا ال إنسان و هيدا ال فكر ولي ب مثل ه ب علم ه ، و شفافي ت ه ، و صراح ت ه ، وازى ال زعيم و ال رؤوساء و ال مسؤول ين ال ساكت ين ك شيطان أخرس ال إحترام #سليم_سعادة 
73,CT20-AR-05,1221743115482038272,1,#عاجل إصاب ة 12 متظاهر ا ب مواجه ات ال أمن أمام مقر #مجلس_النواب وسط #بيروت ال صليب ال أحمر ال لبناني 
74,CT20-AR-05,1221743153725657088,0,كمان مر ة سليم سعاد ة ب لخص ال حال ة ب #لبنان. #مجلس_النواب 
75,CT20-AR-05,1221743494563233792,1,أمام #مجلس_النواب ربيع ال زين ال محرض ال أول عمل ال شغب و اتهم ال وزير #جبران_باسيل ب إرسال ال دعم عم مين حاسب ه ل ال مفتن هيدا #ثورة_سرقها_الزعران 
76,CT20-AR-05,1221743846838689793,0,ال نائب سليم سعاد ة جديد ال أمر ال مشهد ال حقيقي ال نائب مثل #مجلس_النواب 
77,CT20-AR-05,1221744482963554305,0,#سليم_سعادة جامع ال مجدي طرف ه صريح و جريء و مهضوم 
78,CT20-AR-05,1221745226127151109,1,تيار ال مستقبل ال مستقبل عاتب ال ثائر و طالب ب اسقاط ال حكوم ة ال شارع و اتهم ب ال تقصير و آمن كتلة  ة ة ة ة ال مستقبل نصاب #مجلس_النواب بلع ون لسان ت قال نا ال بداي ة وكذبتونا وخونتونا ال حريري موافق دياب و حكوم ت ه و اعطى ال ضوء ال أخضر ل سمى ت ه 
79,CT20-AR-05,1221745473301766150,1,ال نائب ميشيل عون دعا ال شعب ل ال نزول ال طريق ات و تسكير مدخل #مجلس_النواب اعتراض ا #الفساد و ال فشل و عدم تأمين ال كهرباء ال رئيس #ميشال_عون أمر ال قو ة ال أمني ة ب فتح ال طريق ات ب ال قو ة و إصاب ات ال ثائر أمام مشهد ال عنف ال متكرر أصبح ت شرعي ت ه ساوى شرعي ة ال أسد سوريا #لبنان_ينتفض 
80,CT20-AR-05,1221745548992098305,0,شكر ا @SalimSaadeh ال يوم أثبت ت ل ال عالم لماذا حاول ال حليف و ال خصم إقصائنا ال عمل ال سياسي و ال قومي #نائب_بحجم_أمة #سليم_سعادة 
81,CT20-AR-05,1221746421155737601,0,هادي كرخان ة حبيش عم حكى هلق الله ة ال mute بدوي أخبر نا بيشتغلوا ن ب معمل و حكي حرير ب حرير #مجلس_النواب ب ديش اعرف ب كرخن 
82,CT20-AR-05,1221746798294978563,0,الى ال نائب ال صديق سليم عون زحل ة ب عرف اداميتك و لان ك ك ماقبلت و ب أقبل حد اتهم ك ب ك حرام تحي ات ي قال ك #مجلس_النواب 
83,CT20-AR-05,1221746844797210624,0,ال نائب سليم سعاد ة قال ضيعان ك بهالبلد و ب ثق ة قال كان قيام ة ل لبنان الا أصبح كلم ة امثال ك حصر ا مسموع ة بدل ا كلم ة ال تافه ين و زعيم ال عصاب ات #لبنان_ينتفض #مجلس_النواب #سليم_سعادة 
84,CT20-AR-05,1221746854888706049,0,اسام ة سعد الف تحي ة ل ضمير ك ال وطني و ال واعي دائم ا #لبنان_ينتفض 
85,CT20-AR-05,1221748360429953024,0,هادي حبيش ب بلد محترم كان حال ا ب ال حبس ل تعدي ه ال قضاء ا موجود عمنبر ب مجلس ال نائب ل حاضر ب ال ثق ة و ال دولة  ة ة ة ة و ال قانون #لبنان_ينتفض عالبلطجة 
86,CT20-AR-05,1221749062929612802,0,مهين ال فراغ و جلس ة ال ذل ل سمى رئيس حكوم ة #لبنان_ينتفض 
87,CT20-AR-05,1221749124187422721,0,نبي بر ل ال نائب ، ل سبب أمني ة ، اذ ا خرج نا ال صعب ال عود ة #لبنان_ينتفض 
88,CT20-AR-05,1221751279686496257,0,رجل دولة  ة ة ة ة و مؤسس ات واحد سن ة ال لهلق ، كان وصل نا لهالمرحلة ، ف هالمسرحية ب مجلس ال نائب #_حرامي #لبنان_ينتفض 
89,CT20-AR-05,1221755343589597185,0,كان ت حريص ة كتلة  ة ة ة ة تيار ال مستقبل تأمين ال نصاب ال قانوني ل ال جلس ة ال نيابي ة تيار ال مستقبل ال لاعب ال احتياطي ال دائم ل ال منظوم ة #لبنان_ينتفض 
90,CT20-AR-05,1221755501567971329,1,ورد ل ال تو ال صليب ال أحمر ال لبناني 27 مصاب ا جراء اشتباك ات قو ات ال أمن و محتج ين محيط #البرلمان_اللبناني. #مباشر #لبنان_ينتفض 
91,CT20-AR-05,1221756199063785472,0,ال بلد ال متقدم نصر ال مرأ و شرع ل قانون حمى ال ظلم و حافظ علي حق #قطر اصبح ال وضع مختلف تمام ا #لا_لانتهاك_حقوق_المرأه_القطريه #لبنان_ينتفض 
92,CT20-AR-05,1221756648601026560,0,حماي ة ال فاسد ين ال سياسي ين مستمر ة #هادي_حبيش مكان ه ب ال حبس متل شف نا ب عدو نائب ال ة و عم ب حاضر رغم اهان ت ه ال مذل ة ل ال قضاء #فالج_ما_تعالج #مجلس_النواب 
93,CT20-AR-05,1221757018412810241,0,ال رئيس ال حريري كان واضح ، ا معارض ين معطل ين ا مش ناطر ين عطل ال بلد ك رمل رجع ال رئيس عالحكومة ال رئيس منسجم ب قرار ه ب ال معارض ة ، و ال معارض ة دارى بهالطريقة ، مش ب ال تعطيل ل ال مقارن ة معارض ة = مظهر ات ال ايام ال اولى ال ثور ة تعطيل = ليل ة ال تخريب و ال زعرن ة #مجلس_النواب #لبنان_ينتفض 
94,CT20-AR-05,1221757356847091713,0,امام نظام ديكتاتوري و قمعي ، فاقد ل ال شرعي ة ال شعبي ة و ال دستوري ة و و جب ال تعامل ه ال اساس ال ديموقراطي ة #لبنان دفن ت زمن بات ت حكم نا ديكتاتوري ة تكتل ات نيابي ة طائفي ة متواطئة ، ترأس نادي ال ميليشياويين و ال فاسد ين #مجلس_النواب #لبنان_ينتفض 
95,CT20-AR-05,1221758008264470528,0,ذكر ال نائب سليم عون ب ايام ال مدرس ة كان رد ب رجع ال كلام الى صاحب ه شو ال كومباك ال عظيم ة سليموووو #لبنان_ينتفض 
96,CT20-AR-05,1221758065260879873,0,ال نائب ال قومي #سليم_سعادة اختلف ت ه كان خط ه ال حزب ام ال سياسي استطاع ال إنكار ان ه ال أفضل ك نائب قدير و متخصص ال ملف ال مالي و وضع ال أمر نصاب #مجلس_النواب No money no honey 
97,CT20-AR-05,1221758806050258944,1,قطع ال بث ال مباشر داخل ال برلمان ال نائب اعتمد ون ال تصويت ال سري ال موازن ة #لصوص_الليل #مجلس_النواب 
98,CT20-AR-05,1221758947482329088,0,كان حكوم ة راكب ة عا در ، و س درى راكب عالموازنة ، و ال موازن ة راكب ة عالخزينة ، ال خزين ة راكب ة عا مصرف لبنان ، مصرف لبنان راكب عالمصارف ، ال مصرف راكب ة عالمودع ، و ال مودع راكب عا و إنو ك تمام #سليم_سعادة #هيا_نركب 
99,CT20-AR-05,1221759123601199104,0,رسال ت ي الى سعاد ة وزير ال داخلي ة ال عميد محمد ال محترم تحي ة و سيد نا ال كريم ارجو ك ال نظر ب عين ال رحم ة الى ال امور عقل ان سيار ة ثمن تسعير ت ل ال تسجيل مليون لير ة عنى تكلف ة تسجيل مليون و اربع مئ ة الف لير ة و ل فائق ال احترام و ال تقدير #الموازنة #مجلس_النواب 
100,CT20-AR-05,1221759204408614912,0,جلس ة تهريب ال موازن ة ب مشارك ة تكتل ات نيابي ة ادعى انها معارض ة #لبنان_ينتفض #مجلس_النواب 
101,CT20-AR-05,1221759424802500608,0,تبني حسن دياب ال موازن ة فضح كذب ه ب ه مستقل #مجلس_النواب 
102,CT20-AR-05,1221759635427938311,1,اعتقد ان جلس ة مجلس ال نائب س كان ال جلس ات ال تاريخي ة ، اذ حصل ان جرى تمرير موازن ة عام ة ب ال شكل حصل ال آن تم تخفيض عدد طالب ي ال كلام الى 5 نائب فقط ، و قرر نبي بر ال بدء فور ا ب ال تصويت علي ل تهريب ب سرع ة لان دخول ال حمام مش زي خروج ه #لبنان_ينتفض #مجلس_النواب 
103,CT20-AR-05,1221760426729443329,0,أراد ال سوار تطيير جلس ة #مجلس_النواب ال مخصص ة ل مناقش ة موازن ة فعل وا جلس ة مناقش ة ال عفو ال عام ، سابق ا تواطئ سعد و ري ا طير ال جلس ة ، ظن وا انتصر وا و ب استطاع ت تكرار ال أمر ، حبيب ، ال حكوم ة تغير ت ، سعد طار و طار ت ه ريا و النهارده #نحنا_الحكومة?? 
104,CT20-AR-05,1221760954842697728,0,#سليم_سعادة، ال سياس ين انواع ب ياكل و ب يطعمي ب يطعمي ب ياكل ب ياكل و ب يطعمي و نوع ب ياكل و ب يطعمي ساكت 
105,CT20-AR-05,1221761248037085184,0,عين عالكرسي و ال كتيب ة عين عالوطن #لبنان_ينتفض #سامي_الجميل 
106,CT20-AR-05,1221761628808544257,0,ال نائب #سليم_سعاده ولي بقلبو رأس ل سان ه كلام واقع و صريح حال نا متل ل واقف ب ال حل ، و واقف عالمراية عم يفرشي س نانو 
107,CT20-AR-05,1221762506747715585,1,محاول ات ل منع ال نائب ال وصول الى ساح ة ال نجم ة #لبنان_ينتفض 
108,CT20-AR-05,1221762927100821504,0,كمي ة ال بهدل ة عم يتعرضلها Saad Al Hariri امام #مجلس_النواب ، اكتر ب كتير ال بهدل ة اكل Bassil 
109,CT20-AR-05,1221763521530204161,1,وقت ال تصويت #مجلس_النواب ب قطع ال بث ال مباشر و ب صار ال قص ة سري ة و كفاي ة #عالمعس #لبنان_ينتفض 
110,CT20-AR-05,1221764012406452224,1,عش نا و شف نا شاب و صبايا طريق ال جديد ة ولي انتخب وا سعد ال حريري زي عم ياكل وا قتل رفض ا ل إنعقاد ال جلس ة ب وقت ممثل و نائب ولي انتخب عم أمن وا ال نصاب و ال غطاء ال سياسي ل حكوم ة آذار و جماع ة أيار يوم مجيد ب حضور هالجلسة ال دستوري ة #الشارع_بميل_والنواب_بميل #مجلس_النواب 
111,CT20-AR-05,1221764308423659521,0,ولي عم انتقد ال جدار و ال مربع ال أمني حول مجلس ال نائب أمكن ال ثائر مشاغب ين و زعران وهمجييم و نصف حيوان ات كان وا اضطر وا عمل وا جدار أمني #مجلس_النواب #الموازنة #لبنان_ينتفض 
112,CT20-AR-05,1221764928169762816,0,ولي مش ف ان لبنان راكب و ع شو راكب سمع #سليم_سعاده ل ابسط و اسلس ك تفسير #مجلس_النواب 
