,topicID,tweetID,label,full_text_ar,full_text_en,preprocessed_text_no_stemming,preprocessed_text_with_stemming
10,CT20-AR-05,1221699215518326784,1,"اشتباكات بين الجيش اللبناني والمحتجين وسط #بيروت، تزامناً مع الإجراءات الأمنية المشددة لمواكبة جلسة برلمانية لمناقشة موازنة 2020
#لبنان_ينتفض https://t.co/8Wq0hWA99W","Clashes between the Lebanese army and protesters # central Beirut, coinciding with the stringent security measures to keep up with a parliamentary session to discuss the 2020 budget
# Of Banan_antvd https://t.co/8Wq0hWA99W",clashes lebanese army protesters central beirut coinciding stringent security measures keep parliamentary session discuss budget,clashes lebanese army protesters central beirut coinciding stringent security measures keep parliamentary session discuss budget
11,CT20-AR-05,1221699806017572864,0,"مجلس نواب الشعب يمنع الشعب من الوصول.. 
#لبنان_ينتفض https://t.co/IwIJyx0Qm6","NPC deputies prevents people from reaching ..
# Of Banan_antvd https://t.co/IwIJyx0Qm6",npc deputies prevents people reaching,npc deputies prevents people reaching
12,CT20-AR-05,1221702046891544576,1,"إشكال بين المتظاهرين والجيش في محيط مجلس النواب!

#عسكر_على_مين 
#لبنان_ينتفض https://t.co/z6Dy8WSLot","Confusion between the demonstrators and the army in the vicinity of the House of Representatives!

# Askar_aly_man
# Of Banan_antvd https://t.co/z6Dy8WSLot",confusion demonstrators army vicinity house representatives,confusion demonstrators army vicinity house representatives
13,CT20-AR-05,1221702177179172864,1,تدافع بين المتظاهرين والجيش في وسط بيروت #لبنان_ينتفض https://t.co/AITUiH6Tan,Stampede among the protesters and the army in the center of Beirut to # Banan_antvd https://t.co/AITUiH6Tan,stampede among protesters army center beirut,stampede among protesters army center beirut
14,CT20-AR-05,1221703871585755137,0,"اللي بحبوا بيروت ما بيزعلوا عليها بس تصير مسيّجة بباطون وسياج شائك؟ أو هول بس بيزعلوا لما الفقراء يصير إلهم مكان ببيروت؟ أو بس منزعل ع سوليدييير؟
#لبنان_ينتفض ضد السجن البوليسي","Elly Bahbua Beirut what Bezalo them become fenced Bs Bbaton and a barbed wire fence? Hall or what the poor Bs Bezalo become inspired place in Beirut? Or Bs Menzal p Soulideaar?
# Of Banan_antvd against the prison police",elly bahbua beirut bezalo become fenced bs bbaton barbed wire fence hall poor bs bezalo become inspired place beirut bs menzal soulideaar prison police,elly bahbua beirut bezalo become fenced bs bbaton barbed wire fence hall poor bs bezalo become inspired place beirut bs menzal soulideaar prison police
15,CT20-AR-05,1221704705698680832,0,"""الموازنة""
مسرحية درامية ضخمة تضمّ أكثر من 100 ممثّلاً تُعرض الآن على خشبة البرلمان بدون جمهور.
من كتابة الحكومة السابقة التي أسقطت في الشارع وبرعاية الحكومة الحالية التي لم تنل بعد لا ثقة المجلس ولا ثقة الشارع.
#لبنان_ينتفض #ثقة_الناس_خط_أحمر #أنا_خط_أحمر","""Budget""
Dramatic play huge with more than 100 representatives now displayed on the stage of the parliament without an audience.
From the previous government in writing that dropped on the street and under the auspices of the current government, which has not yet attained the Council does not trust and confidence of the street.
# # Banan_antvd to Thagh_nas_kht_ohmr # Ona_kht_ohmr",budget dramatic play huge representatives displayed stage parliament without audience previous government writing dropped street auspices current government yet attained council trust confidence street,budget dramatic play huge representatives displayed stage parliament without audience previous government writing dropped street auspices current government yet attained council trust confidence street
16,CT20-AR-05,1221706879392473088,1,دركيات اليوم كرمال المتظاهرات قدام البرلمان... #لبنان_ينتفض https://t.co/AdEjlSxtZX,Drkiyat today Karmal demonstrators before the parliament ... # Banan_antvd to https://t.co/AdEjlSxtZX,drkiyat today karmal demonstrators parliament,drkiyat today karmal demonstrators parliament
17,CT20-AR-05,1221707171924193280,0,"مصادر دستورية لـ""نداء الوطن"": ما يحصل هو ""بدعة موصوفة"" سواءً لناحية مثول حكومة جديدة أمام البرلمان قبل حيازتها ثقته، أو لجهة تبنيها مشروع موازنة لم تشارك في إعداده. #موازنة_شو #لا_ثقة #لبنان_ينتفض","Constitutional sources ""call home"": What is happening is ""a fad described"" both in terms of the appearance of a new government before parliament before the possession of confidence, or in terms of adopting the draft budget was not involved in its preparation. # # Moisnh_ho to A_thagh # of Banan_antvd",constitutional sources call home happening fad described terms appearance new government parliament possession confidence terms adopting draft budget involved preparation,constitutional sources call home happening fad described terms appearance new government parliament possession confidence terms adopting draft budget involved preparation
18,CT20-AR-05,1221707894359494656,0,"النواب يلي اعلنوا عدم مشاركتهم اليوم بالجلسة النيابية ليه ما بقدموا استقالاتهم؟؟؟ على شو خايفين على الكرسي والمنصب واللقب؟ 
#لبنان_ينتفض","MPs are not declared their participation today the session parliamentary Les What Bakdmoa their resignations ??? Xu Jaivin on the chair and position title?
# Of Banan_antvd",mps declared participation today session parliamentary les bakdmoa resignations xu jaivin chair position title,mps declared participation today session parliamentary les bakdmoa resignations xu jaivin chair position title
19,CT20-AR-05,1221709346893180928,1,الأجواء متوترة عند مدخل مبنى النهار #لبنان_ينتفض https://t.co/BPaELNvsYc,Tense atmosphere at the entrance of the day # building Banan_antvd https://t.co/BPaELNvsYc,tense atmosphere entrance day building,tense atmosphere entrance day building
20,CT20-AR-05,1221712917244137473,0,عند مدخل مبنى النهار .. #لبنان_ينتفض https://t.co/p7gLXdlONH,Day at the entrance of the building .. # Banan_antvd to https://t.co/p7gLXdlONH,day entrance building,day entrance building
21,CT20-AR-05,1221713316118253570,1,الجيش اللبناني يمنع محتجة بالقوة من التقدم ويجبرها على التراجع الى الخلف. بيروت اليوم ثكنة عسكرية .. #لبنان_ينتفض https://t.co/zhdmF2DzEs,The Lebanese army prevented by force from protesting progress and forcing them to retreat to the back. Beirut military barracks today .. # Banan_antvd to https://t.co/zhdmF2DzEs,lebanese army prevented force protesting progress forcing retreat back beirut military barracks today,lebanese army prevented force protesting progress forcing retreat back beirut military barracks today
22,CT20-AR-05,1221714218560499712,0,"وصول #حسّان_دياب الى المجلس النيابي 

تسقط حكومة الوقحين !
#لا_ثقة #لبنان_ينتفض","Access # Hassan_diab to the House of Representatives

Down immodest government!
# # To A_thagh to Banan_antvd",access house representatives immodest government,access house representatives immodest government
23,CT20-AR-05,1221715747610726400,0,"إن مشهد تسلل النواب إلى المجلس للمشاركة بجلسة غير دستورية لا أساس لها هو مشهد مذل و مقيت(لهم) في الوقت الذي يجب عليهم الإنصياع لصوت الشعب مصدر هذا المجلس الفاقد للشرعية،الويل لنواب يفصلون بينهم و بين الشعب ويرفعون جدران العار.
#لبنان_ينتفض 
#إنتخابات_نيابية_مبكرة","The scene of the infiltration of the House of Representatives to the Council to attend a session unconstitutional unfounded is a humiliating scene and distasteful (to them) at the time that they must obey the voice of the people, the source of this board loss of legitimacy, woe to the deputies separated between them and the people and raise the walls of shame.
# Of Banan_antvd
# Antkhabat_gnapeh_mbkrh",scene infiltration house representatives council attend session unconstitutional unfounded humiliating scene distasteful time must obey voice people source board loss legitimacy woe deputies separated people raise walls shame,scene infiltration house representatives council attend session unconstitutional unfounded humiliating scene distasteful time must obey voice people source board loss legitimacy woe deputies separated people raise walls shame
24,CT20-AR-05,1221715860030660609,0,"نواب ما قادرين يتحركوا بحرية للوصول للمجلس،
أقل شي لو عندهم ذرة كرامة وحيا، بيستقيلوا! بس وقحين!
#لبنان_ينتفض #جلسة_غير_شرعية
#مجلس_النواب","MPs are able to move freely to reach the Council,
Shi less if they have the dignity of the atom and alive, Bastqiloa! Bs rude!
# # Cilh_gar_hraeih to Banan_antvd
#Parliament",mps able move freely reach council shi less dignity atom alive bastqiloa bs rude parliament,mps able move freely reach council shi less dignity atom alive bastqiloa bs rude parliament
25,CT20-AR-05,1221716043099508736,0,"جلسة نيابية بالقوة، بالغصب عن الشعب. 

سلطة وقحة لا تخجل. الثورة في إشتعال، على هذه الطبقة الوقحة ان ترضخ لإرادة الشعب وحكم الدستور. 

#لبنان_ينتفض","Parliamentary session by force, Balgsb for people.

Salad slut Do not be shy. Revolution in flam, this impudent class to bow to the will of the people and the rule of the Constitution.

# Of Banan_antvd",parliamentary session force balgsb people salad slut shy revolution flam impudent class bow people rule constitution,parliamentary session force balgsb people salad slut shy revolution flam impudent class bow people rule constitution
26,CT20-AR-05,1221716777387855872,0,يعني انت وقاطع عنهر الكلب بتحس حالك بحرب ال ٧٥ !! مقنعين ومسلحين ودبابات وشاحنات وحواجز.. شو في؟ روقوا روقوا خِفّوا علينا شوي. #مجلس_النواب #لبنان_ينتفض #بيروت,"Means you boycotted Anehr dog Pths are you 75 war !! Masked gunmen, tanks, trucks and barriers .. Shu? Roqgua Roqgua us Shui Khvoa. # # Cil_alnwab to Banan_antvd # Beirut",means boycotted anehr dog pths war masked gunmen tanks trucks barriers shu roqgua roqgua us shui khvoa beirut,means boycotted anehr dog pths war masked gunmen tanks trucks barriers shu roqgua roqgua us shui khvoa beirut
27,CT20-AR-05,1221717211116658689,0,"""مكافحة شعب مش مكافحة شغب""
#لبنان_ينتفض https://t.co/IYNEIPDug2","""Anti-people mesh anti-riot""
# Of Banan_antvd https://t.co/IYNEIPDug2",anti people mesh anti riot,anti people mesh anti riot
28,CT20-AR-05,1221717647840239619,1,"قوى الأمن اللبناني تشتبك مع المتظاهرين تزامناً مع بدء وصول النواب إلى مبنى المجلس والمتظاهرون يهتفون ""سليمة سليمة""

#لبنان_ينتفض https://t.co/vdKcgmm7Ge","Lebanese security forces have clashed with the demonstrators to coincide with the start of the arrival of deputies to the council building and demonstrators chanting ""sound sound""

# Of Banan_antvd https://t.co/vdKcgmm7Ge",lebanese security forces clashed demonstrators coincide start arrival deputies council building demonstrators chanting sound sound,lebanese security forces clashed demonstrators coincide start arrival deputies council building demonstrators chanting sound sound
29,CT20-AR-05,1221718420347068417,0,يسقط حسان دياب وحيطانوا العشرين #لبنان_النا_مش_الكن #لبنان_ينتفض,Down Hassan Diab and twenty Hatanoa # of # Banan_na_mh_alkn to Banan_antvd,hassan diab twenty hatanoa,hassan diab twenty hatanoa
30,CT20-AR-05,1221718463443537920,0,"#لبنان_ينتفض
اجتماع ""ال٧ ساعات"" والتهديد ب""قلب الطاولة"" أمر عمليات إيراني يجري تنفيذه في #لبنان تدريجياً.
تقاطع مصالح الخارج مع ذهنية الإلغاء الفاشي يتجسدان بهذا الوجه .. الذي هو واجهة القمصان السود. https://t.co/LsuC1nRtBE","# Of Banan_antvd
""7 hours"" meeting the threat to ""the heart of the table"" is an Iranian operation is being implemented in # Lebanon gradually.
The intersection of the interests of the outside with the mentality of the cancellation of this fascist embodied face .. which is the interface of black shirts. https://t.co/LsuC1nRtBE",hours meeting threat heart table iranian operation implemented lebanon gradually intersection interests outside mentality cancellation fascist embodied face interface black shirts,hours meeting threat heart table iranian operation implemented lebanon gradually intersection interests outside mentality cancellation fascist embodied face interface black shirts
31,CT20-AR-05,1221718593068507136,0,"هيدا مش #لبنان  عم تحولوا هل البلد للحجارة. ما فيك تفرض رأيك عليي ولا رح خليكمجلس النواب رح ينعقد يعني رح ينعقد لحين انتخابات نيابية جديدة وبسما فيك تخربلي حياتي ويومياتي وبلدي واسكت ما بدك تسمع رأيي ما رح اسمع رأيك ومارح خليك
#مجلس_النواب","Heda Mesh # Lebanon's uncle turned Is the country stone. What do you think you impose Aliy not Rah Rah Khalikcil House of Representatives convenes means Rah takes place until new parliamentary elections and in you Takrpley Basma my life and my My stay shut up my mind what do you want hear what Rah hear your opinion and frolicked Stay
#Parliament",heda mesh lebanon uncle turned country stone think impose aliy rah rah khalikcil house representatives convenes means rah takes place new parliamentary elections takrpley basma life stay shut mind want hear rah hear opinion frolicked stay parliament,heda mesh lebanon uncle turned country stone think impose aliy rah rah khalikcil house representatives convenes means rah takes place new parliamentary elections takrpley basma life stay shut mind want hear rah hear opinion frolicked stay parliament
32,CT20-AR-05,1221718927195222017,0,"#لبنان_ينتفض

بطلب منّك يا ربّي إنّو تطلع كل تقارير البترول والغاز بلبنان كاذبة بظل هالطبقة الموجودة من كبيرها لصغيرها.

واذا كانت موجودة، بطلب منّك إنّو تكون موجودة تحت سابع أرض وما يكون بعد اخترعولها سفن ومعدّات لاستخراجها.

الزبالة وبدّن يعملوا منها تجارة، بعد ناقصهم بترول؟","# Of Banan_antvd

Request from you, O Lord Innu aspiration of all oil and gas in Lebanon under the shadow of false reports Hatabqh existing large to small.

If they are present, at the request of you Innu be present under the seventh land and what is after Achteraolha ships and equipment to extract.

Garbage and body work, including trade, after Naqsm Petroleum?",request lord innu aspiration oil gas lebanon shadow false reports hatabqh existing large small present request innu present seventh land achteraolha ships equipment extract garbage body work including trade naqsm petroleum,request lord innu aspiration oil gas lebanon shadow false reports hatabqh existing large small present request innu present seventh land achteraolha ships equipment extract garbage body work including trade naqsm petroleum
33,CT20-AR-05,1221720495378313216,0,"هذه المشاهد يجب أن تُحفر في ذاكرة كل لبناني،
لنتذكّرها يوم نصبح أمام صندوق الاقتراع.
سنحاسبكم!
#مجلس_النواب #لبنان_ينتفض #بيروت","These scenes must dig in the memory of every Lebanese,
To remember the day we become in front of the ballot box.
Snhacbkm!
# # Cil_alnwab to Banan_antvd # Beirut",scenes must dig memory every lebanese remember day become front ballot box snhacbkm beirut,scenes must dig memory every lebanese remember day become front ballot box snhacbkm beirut
35,CT20-AR-05,1221722599346057216,1,"تشبيح سلطوي على المتظاهرين والمتظاهرات السلميين
#لبنان_ينتفض https://t.co/CTXkUXcRYr","Chbih authoritarian protesters and peaceful demonstrators
# Of Banan_antvd https://t.co/CTXkUXcRYr",chbih authoritarian protesters peaceful demonstrators,chbih authoritarian protesters peaceful demonstrators
36,CT20-AR-05,1221723209382363136,1,"#مجلس_النواب
محتجو لبنان منذ البدء لا يملكون آلية إنتقال للسلطة والآن يراشقون قوى الأمن بالحجارة لمنع مجلس النواب من العمل وأعلنوا رفضهم لحكومة الرئيس دياب التي يجب أن تمنح فرصة للعمل
هذا الوضع لا ينتج إلا الفوضى و خطر إستغلالها من حاقدين 
فهل تريدونها ؟
مؤسسات لبنان يجب أن تعمل","#Parliament
Mahtjo Lebanon since the beginning do not have the mechanism of transfer of power and now Arahqon security forces with stones to prevent the House from work and declared their opposition to the government of President Diab, which must be given a chance to work
This situation does not only result in chaos and the risk of exploitation grudge
Do you desire?
Lebanon's institutions must work",parliament mahtjo lebanon since beginning mechanism transfer power arahqon security forces stones prevent house work declared opposition government president diab must given chance work situation result chaos risk exploitation grudge desire lebanon institutions must work,parliament mahtjo lebanon since beginning mechanism transfer power arahqon security forces stones prevent house work declared opposition government president diab must given chance work situation result chaos risk exploitation grudge desire lebanon institutions must work
37,CT20-AR-05,1221723422503395330,1,"القوى الامنية تحاول منع مراسلة قناة #الجديد من التصوير وتقول ""منطقة عسكرية""...
#لبنان_ينتفض","Security forces are trying to prevent a new correspondent channel # of photography, says ""military zone"" ...
# Of Banan_antvd",security forces trying prevent new correspondent channel photography says military zone,security forces trying prevent new correspondent channel photography says military zone
38,CT20-AR-05,1221723465633484801,1,"القوى الأمنية تحاول منع الصحافيين من التصوير ونقل القمع الدائر في وسط بيروت حالياً...
#لبنان_ينتفض","The security forces are trying to prevent journalists from filming and the transfer of the ongoing repression in the center of Beirut now ...
# Of Banan_antvd",security forces trying prevent journalists filming transfer ongoing repression center beirut,security forces trying prevent journalists filming transfer ongoing repression center beirut
39,CT20-AR-05,1221724507926355968,1,"إعتقالات عشوائية للمتظاهرين من قبل القوى الأمنية قرب محيط مبنى النهار
#لبنان_ينتفض","Random arrests of demonstrators by security forces near the perimeter of the day building
# Of Banan_antvd",random arrests demonstrators security forces near perimeter day building,random arrests demonstrators security forces near perimeter day building
40,CT20-AR-05,1221725400759459851,1,"التعاطي مع الاعلام لم يتغير. القوى الامنية تقول انها ""منطقة عسكرية"" وتمنع الاعلام من التقدم.. الافراط بالاستعراض الامني واضح #لبنان_ينتفض https://t.co/L7194xJt0i","Dealing with the media has not changed. Security forces say it is a ""military zone"" and prevent the media from progress .. excessive security review # clear to Banan_antvd https://t.co/L7194xJt0i",dealing media changed security forces say military zone prevent media progress excessive security review clear,dealing media changed security forces say military zone prevent media progress excessive security review clear
41,CT20-AR-05,1221726377654792192,1,دعم مالي ولوجستي لاعمال الشغب في #وسط_بيروت امام #مجلس_النواب والاداة ربيع الزين ومشغليه من الشمال المعروفين https://t.co/VTUl6Mz21O,Financial and logistical support to the riots in the # # in front of the St_berott Cil_alnwab tool spring Zein and his handlers from the north known https://t.co/VTUl6Mz21O,financial logistical support riots front tool spring zein handlers north known,financial logistical support riots front tool spring zein handlers north known
42,CT20-AR-05,1221727628022964226,1,"تأمن النصاب وبدأت جلسة الموازنة الواهية في مجلس النواب... فيما عناصر الأمن يقمعون الشعب في الخارج.
مجلس ساقط ودولة بوليسية ساقطة.
#لبنان_ينتفض","Secured a quorum and began the budget lame session in the House of Representatives ... The security elements of the oppressed people abroad.
Council and plopped a police state falling.
# Of Banan_antvd",secured quorum began budget lame session house representatives security elements oppressed people abroad council plopped police state falling,secured quorum began budget lame session house representatives security elements oppressed people abroad council plopped police state falling
43,CT20-AR-05,1221727710352957441,0,"أكتمل النصاب  #مجلس_النواب
هوي كلمة نصاب مشتقة من نصب ؟","Quorum was completed # Cil_alnwab
Hui quorum word is derived from the monument?",quorum completed hui quorum word derived monument,quorum completed hui quorum word derived monument
44,CT20-AR-05,1221728840126468096,0,يجتمعون من أجل نقاش بيزنطي عقيم،بوقت البلد بالهاوية والناس مذلولة بلقمة عيشها. الناس بدا تصنع دولة والسلطة اللي مفروض تكون مسؤولة عن قيام دولة مش سئلانة.الشعب لن يرضى باستمرار هذه المهزلة الوقحة،والثورة رح تخلق قوة جديدة تطيح بكل هذه المنظومة #قوة_ثالثة #كلن_يعني_كلن #لبنان_ينتفض,"In order to meet byzantine debate sterile, country time Balhaoah people Mzlolh Belkmp livelihood. People seemed to make the state power and who imposed be responsible for the state of mesh Silanh.alhab will satisfy this farce constantly impudent, and the revolution Rah create a new force in all overthrow this system # Qoh_iih # # Kln_ani_kln to Banan_antvd",order meet byzantine debate sterile country time balhaoah people mzlolh belkmp livelihood people seemed make state power imposed responsible state mesh silanh alhab satisfy farce constantly impudent revolution rah create new force overthrow system,order meet byzantine debate sterile country time balhaoah people mzlolh belkmp livelihood people seemed make state power imposed responsible state mesh silanh alhab satisfy farce constantly impudent revolution rah create new force overthrow system
45,CT20-AR-05,1221729007214964737,0,"تم تأمين النصاب. نعيد ونكرر، القيادة السياسية لتيار المستقبل عليها إعادة التحالف مع التيار الوطني الحر لكثرة التشابه بينهم.
أما القاعدة الشعبية لتيار المستقبل بغير مطرح تماماً.
#لبنان_ينتفض","Quorum has been secured. And we repeat, the political leadership of the Future Movement by re-alliance with the Free Patriotic Movement, the large number of similarities between them.
The popular base of the stream without excretory future completely.
# Of Banan_antvd",quorum secured repeat political leadership future movement alliance free patriotic movement large number similarities popular base stream without excretory future completely,quorum secured repeat political leadership future movement alliance free patriotic movement large number similarities popular base stream without excretory future completely
46,CT20-AR-05,1221729737564917763,0,"جلسة غير دستورية بس عم نحضرها ..
موازنة غير مدروسة بس منصوّت عليها بنعم #تيار_المستقبل #لبنان_ينتفض","Unconstitutional session Bs uncle Nhoudrha ..
The budget is not well thought out yes it Bs Mansot # # Ttiar_almstqubl to Banan_antvd",unconstitutional session bs uncle nhoudrha budget well thought yes bs mansot,unconstitutional session bs uncle nhoudrha budget well thought yes bs mansot
47,CT20-AR-05,1221730070869499904,0,"يا حرام شو عم يعملوا بالدستور.
فاتحين دكانة على حسابن.
الأنظمة الديكتاتورية استحت تعمل مثلكن، كان بعد ناقص بس يوقفوا النواب بقاعة المجلس ويهتفوا ""بالروح بالدم نفديك يا رئيس"".
طبيعي هيك يصير وقت يكون البلد رهينة تحالف الفساد والسلاح والطائفية.
#مجلس_النواب #لبنان_ينتفض","O haram Shu uncle work by the constitution.
Conquerors on the darker Hsabn.
Dictatorial regimes Astan working Mthelkn, after the House of Representatives minus Bs stop the Council Hall and shout ""with our blood, we sacrifice ourselves for president.""
Heck normal time becomes a country hostage coalition corruption, arms and sectarianism.
# # Cil_alnwab to Banan_antvd",haram shu uncle work constitution conquerors darker hsabn dictatorial regimes astan working mthelkn house representatives minus bs stop council hall shout blood sacrifice president heck normal time becomes country hostage coalition corruption arms sectarianism,haram shu uncle work constitution conquerors darker hsabn dictatorial regimes astan working mthelkn house representatives minus bs stop council hall shout blood sacrifice president heck normal time becomes country hostage coalition corruption arms sectarianism
48,CT20-AR-05,1221730314126491648,0,"شكرا ل تيار المستقبل تأمين نصاب ""النصابين""

لا عاطفة و لا عواطف، اثبتوا انهم جزء مهم من ""كلن يعني كلن"" 

#لبنان_ينتفض 
#مجلس_النواب","Thanks for the Future Movement to secure a quorum ""swindlers""

No emotion and no emotions, proved they are an important part of the ""Clean means clean""

# Of Banan_antvd
#Parliament",thanks future movement secure quorum swindlers emotion emotions proved important part clean means clean parliament,thanks future movement secure quorum swindlers emotion emotions proved important part clean means clean parliament
49,CT20-AR-05,1221730560168644608,1,"تيار المستقبل يغدر بجمهوره @saadhariri 
ويشارك بجلسة الفساد

فهل جمهور المستقبل سينتفض على تياره؟ 

صار لازم يكون للوعي دور

#لبنان #لبنان_ينتفض #مجلس_النواب #مجلس_النواب_لا_يمثلني","Future Movement betrayed its audience @saadhariri
The session involved corruption

Is the audience the future Centvd on his movement?

It became necessary to be aware of the role

# # Lebanon to Banan_antvd # # Cil_alnwab Cil_alnwab_la_amthelna",future movement betrayed audience saadhariri session involved corruption audience future centvd movement became necessary aware role lebanon,future movement betrayed audience saadhariri session involved corruption audience future centvd movement became necessary aware role lebanon
